title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Love & Mercy;2015;PG-13;121 min;['Drama', 'Music'];February 1, 2022;7.5/10;"This fascinating biopic chronicles the life of singer-songwriter Brian Wilson – from his musical masterpieces with the Beach Boys to his nervous breakdown and subsequent encounter with a controversial therapist. Starring John Cusack, Paul Dano, Elizabeth Banks, and Paul Giamatti. Directed by Bill Pohlad; written by Oren Moverman and Michael Alan Lerner."
Love in the Afternoon;1957;TV-G;130 min;['Comedy', 'Romance'];February 1, 2022;7.0/10;When Parisian private detective Claude Chavasse tells a client that his wife is having an affair with American Frank Flannigan, the client vows to kill Flannigan. To prevent a murder, Chavasse's daughter, Ariane, goes to warn Flannigan. Ariane resorts to seductively teasing Flannigan to lure him away from danger - not realizing that she has instantly captured the man's heart. Now, in a twist, Flannigan hires Chavasse to locate the mysterious temptress ... the detective's own daughter.
Merrill's Marauders;1962;TV-PG;98 min;['Action', 'Drama'];February 1, 2022;6.4/10;Burma, 1944: The 5307th commanded by Brigadier General Frank D. Merrill is deep behind Japanese lines marching through the dense, unforgiving jungle. They've gone undetected so far, but the trek has taken its toll on the gaunt, fatigued soldiers. Then, arriving at their destination, the men endure the sheer hell of war, only to be ordered on another forced march through the jungle ... another mission for the hard-bitten men dubbed Merrill's Marauders.
Monsters;2010;R;94 min;['Action', 'Drama', 'International'];February 1, 2022;6.6/10;"Six years after an alien invasion, a journalist escorts an American tourist through an infected zone now populated by giant monsters. ""A special, wonderfully atmospheric achievement"" (The Spectator). Starring Scott McNairy and Whitney Able. Written and directed by Gareth Edwards."
National Velvet;1944;G;124 min;['Drama', 'Kids & Family'];February 1, 2022;7.2/10;A British farm girl fights to train a difficult horse for the Grand National Steeplechase.
Night Owls;2022;R;92 min;['Comedy', 'Drama', 'Romance'];February 1, 2022;6.0/10;"A workaholic's one-night stand quickly goes bad when he discovers the drunken beauty is his boss's former mistress. Starring Adam Pally, Rosa Salazar. and Rob Huebel with Peter Krause and Tony Hale. Directed by Charles Hood; written by Seth Goldsmith and Charles Hood."
Nightmare Alley;2021;R;150 min;['Action', 'Crime', 'Drama'];February 1, 2022;6.9/10;A manipulative carnie and a devious shrink join forces in Guillermo Del Toro's riveting neo-noir remake of the 1947 classic. Starring Bradley Cooper, Cate Blanchett, Toni Collette, Willem Dafoe, Richard Jenkins, Rooney Mara, Ron Perlman, Mary Steenburgen, and David Strathairn.
No End in Sight;2007;TV-MA;102 min;['Documentaries'];February 1, 2022;8.2/10;Through interviews with government officials, this searing documentary takes a look at the two years immediately following the U.S.-led invasion of Iraq in 2003, and highlights the political and economic miscalculations that resulted in the rise of the insurgency within the war-torn country.
Ondine;2010;PG-13;103 min;['Drama', 'Fantasy & Sci-Fi', 'International'];February 1, 2022;6.6/10;A struggling fisherman rescues a young woman at sea, whose mysterious singing voice lures in bountiful catches. The fisherman's ailing young daughter believes the woman is a mythical creature, but escalating events threaten to tear the woman away from them. Colin Farrell and Alicja Bachleda star in this romance drama written and directed by Neil Jordan.
Oscar Micheaux: The Superhero of Black Filmmaking;2021;TV-MA;80 min;['Documentaries'];February 1, 2022;7.1/10;A look at the life and work of Oscar Micheaux, a pioneer of the African-American film industry.
Pennies from Heaven;1981;R;108 min;['Drama', 'Music', 'Romance'];February 1, 2022;6.4/10;Arthur sells sheet music and fantasizes about a world that should behave according to the lyrics of the songs he sells. Eileen fantasizes about love. In their minds, these two share a romance, singing and dancing to the popular music of the 1930s. In reality, the affair between the married Arthur and the innocent Eileen destroys them both.
Presenting Princess Shaw;2016;TV-14;83 min;['Documentaries', 'International', 'Kids & Family'];February 1, 2022;7.0/10;This touching documentary profiles Samantha “Princess Shaw” Montgomery, an unknown singer who works open-mic nights in her hometown of New Orleans and uploads her original songs to YouTube in near obscurity. Across the world, Israeli musician Ophir “Kutiman” Kutiel discovers her videos, and the two launch an unexpected collaborative journey toward viral success.
Pump Up the Volume;1990;R;102 min;['Drama', 'Music', 'Romance'];February 1, 2022;7.3/10;By day, Mark Hunter is a painfully shy new kid in a small Arizona town. But by night, he’s Hard Harry, the cynical, uncensored DJ of a pirate radio station. Idolized by his high school classmates (who are unaware of his real identity), Harry becomes a hero with his fiercely funny monologues on sex, love, and rock and roll. But when he exposes the corrupt school principal, she calls in the FCC to shut Harry down. An outrageous rebel with a cause, Slater gives a brilliant performance as the reluctant hero who inspires his classmates to find their own voices of rebellion and individuality. A movie with a message, Pump Up the Volume is a raw and witty celebration of free speech that will make you laugh, make you cheer and make you think.
Rango;2011;PG;107 min;['Action', 'Comedy', 'Kids & Family'];February 1, 2022;7.3/10;"A pet chameleon is separated from his owners and travels through the Mojave Desert and stumbles into the hardscrabble town of Dirt where he is appointed sheriff and works with the other animal residents to get to the bottom of the town's drought issues, in this animated adventure voiced by Johnny Depp. Directed by Gore Verbinski; screenplay by John Logan."
Red 2;2013;PG-13;116 min;['Action', 'Comedy', 'Kids & Family'];February 1, 2022;6.4/10;In this high-octane sequel to the 2010 action-comedy hit, ex-CIA agent Frank Moses (Bruce Willis) reunites his old-school crew – all classified as Retired & Extremely Dangerous – to track down a missing nuclear device, clashing with assassins, terrorists and corrupt government officials along the way.
Return to Me;2000;PG;116 min;['Comedy', 'Drama', 'Kids & Family'];February 1, 2022;6.8/10;A Chicago architect donates his wife's heart after she's killed in an accident, only to fall in love a year later with a plucky waitress who was the recipient of the heart!
Riddick;2013;R;119 min;['Action', 'Fantasy & Sci-Fi', 'Suspense'];February 1, 2022;6.5/10;After being left for dead on a desolate planet, alien convict Riddick (Vin Diesel) battles extraterrestrial predators and is forced to activate an emergency beacon for help, which attracts even more deadly creatures and ruthless bounty hunters.
Santa's Slay;2022;R;78 min;['Comedy', 'Fantasy & Sci-Fi', 'Horror'];February 1, 2022;5.4/10;Ready for a killer Christmas? Santa's actually the son of Satan and he's out to spread some holiday horror in this slasher comedy starring Bill Goldberg. Also with Douglas Smith, Emilie de Ravin, Robert Culp, Dave Thomas, and Saul Rubinek. Written and directed by David Steiman.
School Ties;1992;PG-13;107 min;['Drama', 'Sports'];February 1, 2022;7.1/10;David fits right in at the exclusive New England prep school he attends on a football scholarship. He's handsome, popular, intelligent and is unstoppable on the field. But how popular would he be if his snobbish friends knew that he's Jewish? Brendan Fraser plays David in this thoughtful look at anti-Semitism in the 1950s.
Shake!: Otis at Monterey;1987;TV-PG;19 min;['Documentaries', 'Music'];February 1, 2022;7.8/10;Unreleased footage from the 1967 Monterey Pop Festival highlights this compilation on the legendary Otis Redding.
Sleeping With the Enemy;1991;R;98 min;['Drama', 'Suspense'];February 1, 2022;6.0/10;Julia Roberts is a pretty woman with an ugly marriage in this love-and-death thriller. Abused in body and spirit by her husband, she succumbs to his desires until a boating accident lets her stage her own death. A happier life under a false identity beckons – and so does romance with a gentle new man. But her husband is on her trail – with the ultimate revenge in mind!
Sleuth;2007;R;89 min;['Crime', 'Drama', 'Suspense'];February 1, 2022;6.6/10;"A famous British crime novelist engages in a sadistic duel of wits with his wife's young lover in a gadget-filled mansion in this high-tech remake of the 1972 classic. Michael Caine (who played the young lover in the original) and Jude Law star. Directed by Kenneth Branagh; screenplay by Harold Pinter, adapted from the play by Anthony Shaffer."
Splinter;2008;R;82 min;['Fantasy & Sci-Fi', 'Horror', 'Suspense'];February 1, 2022;6.3/10;"A couple finds themselves trapped with an escaped convict in a remote gas station by a deadly parasite that turns its victims into hosts. Starring Shea Whigham, Paulo Costanzo, Jill Wagner, and Rachel Kerbs. Directed by Toby Wilkins; written by Ian Shorr and Kai Barry."
Sweeney Todd: The Demon Barber of Fleet Street;2007;R;116 min;['Drama', 'Horror', 'Music'];February 1, 2022;7.4/10;Johnny Depp is the vengeful barber whose victims become a tasty favorite of London in this adaptation of the hit Broadway musical. Sent away on false charges, Sweeney returns to his old shop above the shop of his landlady Mrs. Lovett, Sweeney sets about carving up his customers – and sending them downstairs where Mrs. Lovett can add them to her suddenly delicious pies!
The Book Thief;2013;PG-13;131 min;['Drama', 'International'];February 1, 2022;7.6/10;A little girl in Nazi Germany learns to survive the horrors she experiences through reading in this adaptation of the acclaimed novel. Taken in by foster parents, young Liesel is able to overcome illiteracy and great loss with help from her kindly foster father (an exceptional Geoffrey Rush) and a young Jewish refugee the family agrees to hide. Emily Watson co-stars.
The Butterfly Effect;2004;R;114 min;['Drama', 'Fantasy & Sci-Fi', 'Suspense'];February 1, 2022;7.5/10;A college student (Ashton Kutcher) discovers he is able to travel back in time to his former self while experiencing headache-induced blackouts. When he attempts to make changes in the past, unintended consequences in the future arise in this thriller.
The Butterfly Effect 2;2006;R;92 min;['Drama', 'Fantasy & Sci-Fi', 'Suspense'];February 1, 2022;4.7/10;After his girlfriend is killed in a tragic accident, a guy discovers that he has the power to go back in time and save her. But he soon learns that you can't change your past without creating unexpected consequences for your future.
The Dark Horse;1932;TV-G;74 min;['Comedy', 'Drama'];February 1, 2022;6.9/10;A political machine backs a dimwitted candidate for governor.
The Dead Zone;1983;R;104 min;['Drama', 'Fantasy & Sci-Fi', 'Horror'];February 1, 2022;;David Cronenberg ('Eastern Promises') directed this 'accomplished psychological thriller' ('Variety') based on the novel by Stephen King. Christopher Walken stars as a man who awakens from a five-year coma to find he's developed strange psychic powers.
The Drowning Pool;1975;PG;108 min;['Crime', 'Suspense'];February 1, 2022;6.7/10;Harper, the wisecracking private investigator, goes to New Orleans to help out an old flame, Iris Deveraux. After the murder of her mother- in-law, someone implicates Iris.
The Fisher King;1991;R;138 min;['Comedy', 'Drama', 'Fantasy & Sci-Fi'];February 1, 2022;7.6/10;"Robin Williams earned a Best Actor Oscar® nomination for his stellar portrayal of a wildly eccentric homeless man and his unexpected connection with a guilt-stricken radio shock jock (Jeff Bridges). ""A humane, empathetic, and very funny movie"" (Tilt magazine). Directed by Terry Gilliam; written by Richard LaGravenese."
The Frisco Kid;1979;TV-PG;119 min;['Action', 'Comedy'];February 1, 2022;6.1/10;A range-ridin' cowboy takes an immigrant Polish rabbi under his wing on his way to San Francisco.
The Great Race;1965;TV-PG;153 min;['Action', 'Comedy', 'Music'];February 1, 2022;7.1/10;Mayhem and double-crossing abound as some zany professional racers go up against each other in a 1908 cross-continental road race from New York to Paris.
The Help;2011;PG-13;146 min;['Drama', 'Kids & Family'];February 1, 2022;8.2/10;A society girl from 1960s Mississippi causes a scandal when she begins writing about the Black women who care for prominent white families. Starring Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer (who won the Best Supporting Actress Oscar(R) for her performance), Jessica Chastain, and Allison Janney.
The Hunter;2012;R;102 min;['Action', 'Drama', 'International'];February 1, 2022;6.8/10;A skilled mercenary is enlisted by a shadowy company to travel to the harsh wilderness of Tasmania to search for a thought-to-be extinct species of tiger. His mission is threatened by rival hunters who will stop at nothing to find the elusive animal. Willem Dafoe, Frances O'Connor, and Sam Neill star in this thriller directed by Daniel Nettheim. Screenplay by Alice Addison.
The Ice Pirates;1984;PG;94 min;['Comedy', 'Fantasy & Sci-Fi'];February 1, 2022;5.8/10;An interstellar band of pirates steals from the rich to give to the poor, helps a princess find her lost father and discovers a source of water to slake the thirst of the entire galaxy!
The Life Before Her Eyes;2008;R;90 min;['Drama', 'Fantasy & Sci-Fi', 'Suspense'];February 1, 2022;6.1/10;"Racked with survivor's guilt, a woman deals with the 15th anniversary of a horrible tragedy that struck her high school and claimed the life of her best friend. As she reflects on her past, her picturesque adult life begins to break down around her. Starring Uma Thurman and Evan Rachel Wood. Directed by Vadim Perelman; screenplay by Emil Stern."
The Loft;2015;R;102 min;['Drama', 'Romance', 'Suspense'];February 1, 2022;6.1/10;"Five married men discover a murdered woman in the sleek penthouse apartment they share for affairs. Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet, Matthias Shoenhaerts, Isabel Lucas, and Rachael Taylor star. Directed by Erik Van Looy; screenplay by Wesley Strick, based upon the film ""Loft"" written by Bart De Pauw."
The Master of Disguise;2002;PG;80 min;['Action', 'Comedy', 'Kids & Family'];February 1, 2022;3.5/10;"Descended from a long line of brilliant disguise masters, a nerdy waiter springs into action and uses his special skills to rescue his kidnapped parents from a criminal mastermind. Starring Dana Carvey, Brent Spiner, Jennifer Esposito, Harold Gould, and James Brolin. Directed by Perry Andelin Blake; written by Dana Carvey & Harris Goldberg."
The Ones Below;2022;R;86 min;['Drama', 'International', 'Suspense'];February 1, 2022;6.3/10;A young couple with a newborn welcomes their new downstairs neighbors, another pair set to become parents for the first time. After a dinner party turns tragic, trust is broken between the couples, and the upstairs neighbors begin to suspect there are sinister intentions at play in this tense thriller. Written and directed by David Farr.
The Untouchables;1987;R;119 min;['Crime', 'Drama', 'Suspense'];February 1, 2022;;Fearless Feds take on Prohibition-era Chicago's most powerful crime czar, Al Capone, in Brian De Palma's gangster epic. Kevin Costner plays G-man Eliot Ness, whose team of agents was nicknamed 'The Untouchables' for their incorruptibility. Robert De Niro is fantastic as Capone and Sean Connery won the 1987 Best Supporting Actor Oscar(R) for his performance.
The World, the Flesh and the Devil;1959;TV-PG;95 min;['Drama', 'Fantasy & Sci-Fi'];February 1, 2022;6.6/10;One woman and two men are the only people left alive after a nuclear disaster.
This Is Where I Leave You;2014;R;103 min;['Comedy', 'Drama'];February 1, 2022;6.8/10;Jason Bateman heads up the cast in this comedy about a cuckolded husband who joins his family in sitting shiva in the wake of his father's death. Stuck together for seven days with his three dysfunctional siblings, outrageously open mother and a host of quirky mourners, Judd Altman (Bateman) tries to come to grips with the reality of his life amid the insanity of the week.
Travels With My Aunt;1972;PG;109 min;['Comedy', 'Drama'];February 1, 2022;6.5/10;A stodgy young man gets caught up in his free-living aunt's shady schemes.
Unlocked;2016;R;99 min;['Action', 'International', 'Suspense'];February 1, 2022;6.5/10;"A CIA interrogator is enlisted to investigate an imminent terrorist threat, but she soon uncovers a much deeper plot of deception. With the help of a former soldier, she must race against time to stop a deadly biological attack. Starring Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich, and Michael Douglas. Directed by Michael Apted; screenplay by Peter O'Brien."
Uprooted - The Journey of Jazz Dance;2020;TV-14;94 min;['Kids & Family'];February 1, 2022;7.8/10;'Uprooted' celebrates the history, lineage, and future progressions of jazz dance. With a stellar cast of leading industry experts, award-winning choreographers, and legendary performers, this ground-breaking documentary goes back to the roots in Africa and follows the evolution of this incredible dance form through every single decade and genre. Exploring and commenting on political and social influences, the film is an honest conversation about jazz dance addressing topics such as appropriation, racism, socialism, and sexism. ‘Uprooted' is a story of triumph over adversity, oppression, and privilege as well as a celebration, because ultimately, what all people have in common is rhythm and a basic human need to get down.
The Exorcism of Emily Rose;2005;PG-13;119 min;['Crime', 'Horror', 'Suspense'];January 31, 2022;6.8/10;A single lawyer takes on the church and the state when she fights for the life of a priest who has performed a deadly exorcism on a young woman. She must battle the cocky state lawyer as well as her own demons, as she realizes that her career so far has not led her to fulfillment.
We Baby Bears;2020;TV-Y7;1 Season;['Comedy', 'Kids & Family'];January 31, 2022;6.1/10;We Baby Bears follows baby bear brothers Grizz, Panda, and Ice Bear as they journey in a magical box to fantastic different worlds in search of their perfect home.
Mush Mush and the Mushables;2020;TV-Y;1 Season;['Comedy', 'Kids & Family'];January 28, 2022;;Mush-Mush & The Mushables is a new show that follows the endearing Mushable community as they embark on a journey to put the fun back into fun-gi! As pocket-size guardians of the forest, growing up isn't always easy, but together each day shines just as bright as the one before.
The Hangover Part III;2013;R;100 min;['Comedy', 'Crime'];January 28, 2022;5.6/10;The Wolf Pack is back for another debauched go-round in this outrageous comedy sequel. This time, Phil, Stu, Doug and Alan run afoul of a crime boss who needs their help to catch their Chinese gangster pal Mr. Chow. With the thug holding Doug as collateral, the others have no choice but to find Chow – a mission that goes spectacularly and hilariously awry.
Bunker;2021;TV-MA;1 Season;['Action', 'Comedy', 'International'];January 27, 2022;;In this wildly unpredictable Mexican series, the fate of the world lies in the hands of Vladimiro Ortiz, a meek plunger salesman who would rather spend his time in a Soviet-era bomb shelter than with his deeply fractured family. But when his dim-witted son Casper becomes entangled in a plot to extort local theme park tycoon Napoleón Ortega, Vladimiro is forced to confront kidnappers, corrupt officials, Georgian terrorists, and long-held secrets if he wants to survive. Seamlessly weaving sharp social commentary with searing humor and surreal action sequences, Bunker offers a unique take on the ups and downs of modern life through the exploits of its larger-than-life characters.
Gomorrah;2014;TV-MA;5 Seasons;['Action', 'Crime', 'Drama'];January 27, 2022;8.6/10;Organized crime clans fight wars and make fleeting alliances in the dynamic and ever-shifting underworld of the poverty-stricken Naples, Italy. Gennaro, the son and heir of the Savastano clan, and Ciro Di Marzio, one of this clan's officers, have great ambition to advance to ever-greater heights. The path ahead is bloody and cruel, and their families will be put at risk.
Namoo;2021;NR;12 min;['Drama', 'Kids & Family', 'Shorts'];January 27, 2022;7.3/10;From Oscar-nominated director Erick Oh and 9-time Emmy Award-winning Baobab Studios, Namoo is a narrative poem come to life through hand-crafted animation. Inspired by the passing of the director's grandfather, Namoo-which translates to “tree” in Korean-follows the journey of an artist beginning with his birth. As a young man, he falls in love with painting, and as an adult, he falls in love with another person. Life is full of ups and downs and we are constantly searching for answers, but we sometimes lose the things that matter most while pursuing what we believe them to be, without the hard-earned wisdom. As we follow the man's footsteps to his last moment, we explore-and embrace-he journey of life.
Take Out with Lisa Ling;2022;TV-PG;1 Season;['Documentaries', 'Kids & Family'];January 27, 2022;;As the granddaughter of Chinese American restauranteurs, Emmy-nominated journalist Lisa Ling embarks on a cross-country road trip sharing meals with Asian American artists, chefs, community leaders, and everyday people whose contributions to our country have often been overlooked. From the bayous of Southern Louisiana to the bastions of Los Angeles and New York, Take Out with Lisa Ling shines a long overdue spotlight on forgotten Asian American stories while celebrating the power of food to bring people of all backgrounds together.
The Fallout;2022;R;96 min;['Drama', 'Latino'];January 27, 2022;7.1/10;Bolstered by new friendships forged under sudden and tragic circumstances, high schooler Vada begins to reinvent herself, while re-evaluating her relationships with her family, friends and her view of the world. Moving away from her comfortable family routine, she starts taking chances with a series of quicksilver decisions that test her own boundaries and push her in new directions. As she spends more time with Mia, they grow closer, and Vada slowly redefines herself through their shared experiences, leading her further away from that day and closer to living her life in the now.
Real Sports with Bryant Gumbel;2021;TV-PG;2 Seasons;['Documentaries', 'News/Talk', 'Sports'];January 26, 2022;7.6/10;"Get the story beyond the scores with HBO's Emmy(R)-winning sports magazine. Each monthly edition is packed with powerful features, compelling profiles and insider interviews with the biggest names in sports. Hosted by Bryant Gumbel and featuring a heralded team of correspondents, ""Real Sports"" gets you closest to the hottest stories in the business."
Scooby-Doo! Mystery Incorporated;2010;TV-Y7;2 Seasons;['Action', 'Kids & Family'];January 26, 2022;8.2/10;A sleepy little village, Crystal Cove boasts a long history of ghost sightings, poltergeists, demon possessions, phantoms and other paranormal occurrences. The renowned sleuthing team of Fred, Daphne, Velma, Shaggy and Scooby-Doo prove all of this simply isn't real and along the way uncover a larger, season-long mystery that will change everything.
The Gilded Age;2022;TV-MA;1 Season;['Drama'];January 25, 2022;;From Downton Abbey creator Julian Fellowes comes this historical drama series set during the American Gilded Age. Against this backdrop, the story begins in 1882 when young Marian Brook, the orphaned daughter of a Union general, moves into the New York City home of her thoroughly old money aunts and gets caught up in the dazzling lives of her stupendously rich neighbors.
Alvin and the Chipmunks;2007;PG;91 min;['Comedy', 'Kids & Family'];January 24, 2022;5.4/10;Alvin! Simon! Theodore! The classic cartoon chipmunks are back in this tuneful holiday tale about their big break. It's the Christmas season, but down-and-out songwriter Dave Seville's greatest gift is his discovery of three talented chipmunks who can harmonize: wily leader Alvin, super-smart Simon and adorable Theodore.
Pennyworth;2019;TV-MA;2 Seasons;['Drama'];January 24, 2022;8.0/10;Alfred Pennyworth, a former British SAS soldier in his 20s, who forms a security company in 1960s London and goes to work with young billionaire Thomas Wayne, who's not yet become Bruce Wayne's father.
Back On the Record with Bob Costas;2021;TV-14;2 Seasons;['Documentaries', 'News/Talk', 'Sports'];January 22, 2022;6.9/10;28-time Emmy®-winner and legendary broadcaster Bob Costas returns to HBO for this series. Each new edition features in-depth interviews with the biggest names in sports, entertainment and popular culture, along with roundtable discussions and Costas' signature commentaries that capture his distinctive voice and point of view.
Invisibles (aka The Invisible);2022;TV-MA;84 min;['Drama', 'International', 'Latino'];January 22, 2022;;"In this insightful character study, three middle-aged friends meet every Thursday in a park to walk, exercise, and vent about their lives. Starring Emma Suárez, Adriana Ozores, Nathalie Poza. Directed by Gracia Querejeta; written by Antonio Mercero and Gracia Querejeta."
Looney Tunes Presents: Bugs & Daffy's Thanksgiving Roadtrip;2021;TV-Y7;1 Season;['Kids & Family'];January 21, 2022;;When Bugs & Daffy get invited to the Warner Bros backlot for a big Thanksgiving feast, Daffy refuses to go unless he gets to be the official bird of Thanksgiving. The only way to do that? Make Daffy the star of a big-budget holiday movie: Thanksgiving Day. Only problem is, Daffy isn’t famous enough to star in his own movie, so Bugs & Daffy have to take a road trip all across the country, making stops at football games, chili cook-offs, and fashion shows in order to raise Daffy’s profile, get his movie made, and make him the Thanksgiving Duck!
Nobody;2021;R;92 min;['Action', 'Crime', 'Suspense'];January 21, 2022;7.5/10;"Bob Odenkirk is nobody...until this unassuming family man's daughter gets her kitty cat bracelet stolen in a robbery and he decides to unveil his long-hidden past for some payback. Christopher Lloyd and Connie Nielsen co-star in this action epic from the writer of the John Wick series. Directed by Ilya Naishuller; written by Derek Kolstad."
The Last O.G.;2018;TV-MA;4 Seasons;['Comedy', 'Drama', 'Kids & Family'];January 21, 2022;6.8/10;Tracy Morgan is an ex-con who returns to Brooklyn after a 15-year sentence to find his ex-girlfriend (Tiffany Haddish) raising their twins (Taylor Mosby & Dante Hoagland) with her white husband (Ryan Gaul) in this comedy created by Morgan, Jordan Peele and John Carcieri.
Annabelle: Creation;2017;R;110 min;['Horror'];January 20, 2022;;Several years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the dollmaker´s possessed creation, Annabelle.
Astral Journey (Jornada astral);2022;TV-14;1 Season;['International', 'Latino', 'Reality'];January 20, 2022;;In this unique reality show from Brazil, celebrities discover how their personalities have been shaped by the stars. Drawing from the zodiac, host Angélica and astrologers Paula Pires and Vítor diCastro chart a celestial course through the past, present, and future with storytelling sessions, heartfelt testimony from family and friends, and fast-paced games that put the celeb’s knowledge of their own sign to the test. After getting to know more about themselves and one another, each guest is given a powerful prediction of what lies ahead. Thought-provoking and revealing, Astral Journey (Jornada astral) helps viewers unlock their own true potential – with a e help from above.
Moses Storm: Trash White;2022;TV-MA;61 min;['Comedy'];January 20, 2022;;In his wildly original debut special, Moses Storm gets unflinchingly personal about his childhood spent dumpster diving in extreme poverty, despite looking like he was conceived at an Ivy League a cappella concert. Written, co-directed, co-edited, and designed by Storm, Trash White masterfully melds visual and storytelling elements to challenge the norms of standup comedy. Whip smart, outrageously funny, visually striking, and a truly one-of-a-kind ride, the one-hour special showcases Storm’s signature brand of storytelling. Punctuated by his drum tight jokes and set against the backdrop of a hand-built stage that looks like it belongs in the museum that he used to steal toilet paper from, Trash White is a heartbreakingly honest portrait of what it feels like to grow up poor in America.
On the Job;2021;TV-MA;1 Season;['Action', 'International', 'Suspense'];January 20, 2022;;Inspired by true events in the Philippines, this action-thriller series explores the shadowy gun-for-hire rings that employ prison inmates to carry out political assassinations for those in power. Released from jail with the help of influential and mysterious clients, hitmen Tatang, Daniel and Roman find themselves at the mercy of a much larger, more sinister game. Meanwhile, in separate cities, law enforcers Joaquin and Francis and journalists Sisoy and Arnel set out to uncover the truth – but must decide whether unmasking the dastardly deeds of those at the highest levels of power is worth the risk to themselves and their families.
The Last Open Mic at the End of the World;2021;TV-MA;1 Season;['Action', 'Comedy'];January 19, 2022;;Your time is up.
A Right to Dissent: A Press Conference;1968;TV-PG;9 min;['Documentaries', 'Shorts'];January 17, 2022;;Records a pre-convention press conference of the National Committee to End in the War in Vietnam. David Dellinger and Rennie Davis recount their difficulties in dealing with the City of Chicago to plan their protests against the 1968 Democratic Convention.
American Revolution 2;1969;TV-14;76 min;['Documentaries'];January 17, 2022;6.7/10;American Revolution 2 includes footage of the 1968 Democratic Convention protest and riot, a critique of the events by working class African-Americans in Chicago, and attempts by the Black Panther Party to organize poor, southern white youths on the city's north side.
Black Moderates and Black Militants;1968;TV-PG;10 min;['Documentaries', 'Shorts'];January 17, 2022;;Three members of the Chicago Chapter of the Black Panther Party, including future congressman Bobby Rush, respectfully debate with the principal of an African American high school on strategies for ending racism.
Cicero March;1966;TV-PG;8 min;['Documentaries', 'Shorts'];January 17, 2022;;Short film which documents the Chicago Civil Rights March.
Injustice;2021;R;79 min;['Drama', 'Fantasy & Sci-Fi'];January 17, 2022;6.5/10;Inspired by NetherRealm Studios, creators of the Injustice: Gods Among Us video game, and the best-selling DC graphic novel based on the video game, Injustice: Gods Among Us: Year One by Tom Taylor, the animated film Injustice finds an alternate world gone mad - where The Joker has duped Superman into killing Lois Lane, sending the Man of Steel on a deadly rampage. Unhinged, Supermandecides to take control of the Earth for humanity's own good. Determined to stop him, Batman creates a team of like-minded, freedom-fighting heroes. But when Super Heroes go to war, can the world survive?
Law and Order vs. Dissent;1968;TV-PG;12 min;['Documentaries', 'Shorts'];January 17, 2022;;Intermixes footage of the police response to the demonstrations at the 1968 Convention with press conferences by Mayor Richard J. Daley and a spokesman for the Chicago Police Department.
Police Power and the Freedom of Assembly: The Gregory March;1968;TV-14;8 min;['Documentaries', 'Shorts'];January 17, 2022;;Documentary capturing the protests on August 29, 1968 at the Democratic National Convention.
Social Confrontation: The Battle of Michigan Avenue;1968;TV-PG;11 min;['Documentaries', 'Shorts'];January 17, 2022;;Footage showing one day’s events at the 1968 Democratic Convention including National Guardsmen detaining protestors, mass arrests near Grant Park, and Mayor Daley cursing at opponents from the convention floor.
Somebody Somewhere;2022;TV-MA;1 Season;['Comedy', 'Drama'];January 17, 2022;;Sam (Bridget Everett) is a true Kansan on the surface, but, beneath it all, struggles to fit the hometown mold. As she grapples with loss and acceptance, singing is Sam's saving grace and leads her on a journey to discover herself and a community of outsiders who don't fit in but don't give up, showing that finding your people, and finding your voice, is possible.
The Murder of Fred Hampton;1971;NR;89 min;['Documentaries'];January 17, 2022;7.4/10;This film depicts the brutal murder of the leader of the Illinois chapter of the Black Panther Party by the Chicago police and its subsequent investigation.
The People’s Right to Know: Police vs. Reporters;1968;TV-PG;15 min;['Documentaries', 'Shorts'];January 17, 2022;;Interviews with photojournalist Paul Sequeira on his experience covering the 1968 Democratic Convention and the police attempts to physically restrict reporters’ access.
Fringe;2009;TV-14;5 Seasons;['Drama', 'Fantasy & Sci-Fi'];January 15, 2022;8.5/10;FBI Special Agent Olivia Dunham is assigned to the bureau's Fringe Division, in which she investigates unusual crimes and occurrences. Assisting Olivia in her investigations are once-institutionalized scientist Dr. Walter Bishop, his jack-of-all-trades son, Peter, and FBI Junior Agent Astrid Farnsworth. As the team investigates cases of science gone awry, they discover connections to their own past and to a parallel universe. As the team solves cases in these interconnected worlds, new discoveries and complications continue to arise.
ER;1994;TV-14;15 Seasons;['Drama', 'Kids & Family'];January 14, 2022;7.9/10;Follow the personal and professional lives of the doctors and patients inside a Chicago hospital emergency room.
The Last Duel;2021;R;153 min;['Action', 'Drama'];January 14, 2022;7.3/10;Ridley Scott (Alien) directed this gripping tale of betrayal & vengeance set against the brutality of 14th century France. Starring Matt Damon, Adam Driver, Jodie Comer, and Ben Affleck. Screenplay by Nicole Holofcener & Ben Affleck & Matt Damon, based upon the book by Eric Jager.
