title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
The Last Ice;2020;TV-14;82 min;['Animals & Nature', 'Documentary'];April 2, 2021;7.3/10;"As climate change melts the Arctic ice, the indigenous people fight to protect the land.                                        
                      For centuries, Inuit in the Arctic have lived on and around the frozen ocean. Now, as climate change is rapidly melting the sea ice between Canada and Greenland, development here threatens to upset the delicate balance between their communities, land and wildlife.                    


Read More..."
Third Man on the Mountain;1959;G;107 min;['Action-Adventure', 'Coming of Age', 'Family'];April 2, 2021;7.2/10;"A boy attempts the impossible - climbing the ""Citadel.""                                        
                      Based on a true story, here is the thrilling, critically acclaimed account of Rudi Matt (James MacArthur), a young kitchen worker who is determined to conquer the Citadel – the jagged, snowcapped peak that claimed his father's life. Encouraged by both a famed English climber (Michael Rennie) and the youth's devoted girlfriend (Janet Munro), Rudi goes through a grueling training period before he is ready to face the incredible dangers of the killer mountain. Shot on location in Zermatt, Switzerland, and featuring spectacular scenery and an outstanding cast, THIRD MAN ON THE MOUNTAIN is one of the finest adventure films of all time!                    


Read More..."
Walk the Prank;2016;TV-Y7;3 Seasons;;April 2, 2021;3.9/10;"Chance and his crew prank unsuspecting targets.                                        
                      Join Chance, pals Dusty and Bailey, and kid brother Herman as they plan and execute pranks on their unsuspecting targets. Follow the crew of mischief makers as they create over-the-top pranks for their online hidden-camera show. These real and outlandish stunts capture genuine reactions from total strangers and are guaranteed to leave a laughing impression. Think you’ve got what it takes to Walk the Prank?                    


Read More..."
Gnomeo & Juliet;2011;G;86 min;['Action-Adventure', 'Animation', 'Family'];March 26, 2021;5.8/10;"Two garden gnomes remain star-crossed lovers during a feud among neighbors.                                        
                      Shakespeare’s revered tale gets a comical, off-the-wall-makeover as two young garden gnomes try to avoid tragedy when they are caught up in a feud between neighbors. But with a pink plastic flamingo and thrilling lawnmower races in the mix, can this young couple find lasting happiness?                    


Read More..."
Pickle and Peanut;2015;TV-Y7;2 Seasons;;March 26, 2021;4.1/10;"The freewheeling adventures of Pickle and Peanut.                                        
                      The adventures of two buddies - an emotional pickle and a freewheeling peanut. Pickle and Peanut know their time to be wild, free and dumb is short. So they are going cram in as much fun as possible before they get old and boring.                    


Read More..."
The Mighty Ducks: Game Changers;2021;TV-PG;1 Season;;March 26, 2021;;"A new group of misfits rediscovers the joys of playing hockey for the love of the game.                                        
                      The Mighty Ducks: Game Changers tells a new story about the world of youth sports today. Crazy pressure from parents, kids specializing too early and being told that if they’re not on track to go pro by age 12, DON’T BOTHER. In present day Minnesota, the Mighty Ducks have evolved from scrappy underdogs to an ultra-competitive, powerhouse youth hockey team. After 12-year-old Evan Morrow is unceremoniously cut by the Ducks – a team he’s played for practically his whole life – he’s heartbroken. His mom, Alex Morrow (Lauren Graham), has had enough. She’s been lugging Evan’s hockey equipment, driving him to practices at dawn – and now he’s being told “don’t bother” playing? She just snaps – getting in the coach’s face with the big question of the series: ""Shouldn’t kids be allowed to play a sport for fun?” Alex convinces Evan that they should start their own team, a whole group of “Don’t Bothers.” The underdogs, the misfits, kids who are too small or slow or just don’t buy into this modern sports culture. They’ll play for the love of the game.                    


Read More..."
Disney Big Hero 6 The Series;2017;TV-G;3 Seasons;;March 19, 2021;7.0/10;"Hiro, Baymax and team protect the city from villains.                                        
                      The adventure continues for 14-year-old tech genius Hiro and his compassionate, cutting-edge robot Baymax. If dealing with the academic pressure of being the new kid at the prestigious San Fransokyo Institute of Technology weren’t enough, it’s off campus where things really get tricky. Hiro and Baymax, along with their friends Wasabi, Honey Lemon, Go Go and Fred, unite to form the legendary superhero team Big Hero 6, protecting their city from a colorful array of scientifically-enhanced villains intent on creating chaos and mayhem!                    


Read More..."
Disney My Music Story: Perfume;2019;53 min;Genres:;['Biographical', 'Documentary', 'Music'];March 19, 2021;;"J-Pop band Perfume shares their passion for music and Disney memories.                                        
                      J-Pop band Perfume is featured in this original music and documentary series ""Disney’s My Music Story.” The show features Perfume's life stories, passion for music, Disney memories, and more.                    


Read More..."
Mexico Untamed;2018;TV-PG;1 Season;;March 19, 2021;;"Predator and prey fight age-old battles for survival in Mexico Untamed                                        
                      Each of Mexico Untamed distinct colorful landscapes is characterised by the animals who live there. Charismatic travelers roam the oceans, forests and deserts, revealing drama and surprising behaviors. Predator and prey fight age-old battles for survival. Males and females of the most iconic species go to extreme measures to ensure the safe arrival of a new generation.                    


Read More..."
The Falcon and The Winter Soldier;2021;TV-14;1 Season;;March 19, 2021;;"Sam Wilson aka The Falcon and Bucky Barnes aka The Winter Soldier team up on a global adventure.                                        
                      Marvel Studios’ “The Falcon and The Winter Soldier” stars Anthony Mackie as Sam Wilson aka The Falcon, and Sebastian Stan as Bucky Barnes aka The Winter Soldier. The pair, who came together in the final moments of “Avengers: Endgame,” team up on a global adventure that tests their abilities – and their patience. Directed by Kari Skogland with Malcolm Spellman serving as head writer, the six-episode series also stars Daniel Brühl as Zemo, Emily VanCamp as Sharon Carter, and Wyatt Russell as John Walker. Though it is fictional and set in the comic-book world, the series contains violent scenes that may be viewed as triggering or unsettling to some viewers, particularly in light of recent real-world tragic events.                    


Read More..."
Doc McStuffins: The Doc Is In;2020;TV-Y;24 min;['Animation', 'Kids', 'Medical'];March 12, 2021;;"Doc McStuffins helps kids learn about healthy habits.                                        
                      Doc McStuffins meets real kids, families, doctors and nurses as they learn how fun and easy it is to have healthy habits.                    


Read More..."
Marvel Studios ASSEMBLED;2021;1 Season;Genres:;;March 12, 2021;;"ASSEMBLED is an immersive series of docu-specials examining the next phase of the MCU.                                        
                      ASSEMBLED is a comprehensive series of documentary-style specials streaming on Disney+ that chronicles the creation of Marvel Studios’ thrilling new shows and theatrical releases. Journey behind-the-scenes of productions such as WandaVision, The Falcon and The Winter Soldier, and Loki via exclusive on-set footage. Join filmmakers and stars like Scarlett Johansson and Jeremy Renner as they detail the genesis of the Black Widow film, and the Hawkeye series. ASSEMBLED is an immersive, and in-depth examination of the next phase of the Marvel Cinematic Universe.                    


Read More..."
Miss Peregrine's Home for Peculiar Children;2016;PG-13;127 min;['Coming of Age', 'Fantasy'];March 12, 2021;6.9/10;"A wildly imaginative fantasy-adventure about a secret world for children with unusual powers.                                        
                      From director Tim Burton, comes a wildly imaginative fantasy-adventure. When Jake unravels a mystery that spans alternate realities and times, he discovers a secret world for children with unusual powers, including levitating Emma, pyrokinetic Olive, and invisible Millard. But danger soon arises and the children must band together to protect a world as extraordinary as they are.                    


Read More..."
Own the Room;2021;TV-14;91 min;['Documentary'];March 12, 2021;;"Five young entrepreneurs from across the world vie for $100,000.                                        
                      Five students from disparate corners of the planet take their big ideas to one of the world’s most prestigious entrepreneurship competitions. They’ve each overcome immense obstacles in pursuit of their dreams, from hurricanes to poverty to civil unrest. Their ideas have already changed their own lives, but are they ready to change the world?                    


Read More..."
Garfield: A Tail of Two Kitties;2006;PG;79 min;['Comedy', 'Family', 'Kids'];March 5, 2021;4.9/10;"Garfield is adopted by a greedy Lord with nefarious plans to open up his estate as a hunting ground.                                        
                      It's a British invasion of a different kind when Garfield, along with pals Jon and Odie, travels to London and meets his mirror-image in Prince, an aristocratic kitty who has inherited a fabulous castle. The two trade places, and soon Garfield is living large as only he can! There's just one problem: the dastardly Lord Dargis wants him out of the picture.                    


Read More..."
American Dragon: Jake Long;2004;TV-Y7;2 Seasons;;February 26, 2021;6.7/10;"Jake strives to find balance in his life as a New York teen learning to master his mystical powers.                                        
                      Disney's American Dragon: Jake Long is a coming-of-age comedy-action series about Jake Long, a 13-year-old Asian-American boy. Jake strives to find balance in his life as a skateboard-grinding New York teen while learning to master his mystical powers as the American Dragon, protector of all magical creatures secretly living in the human world. Jake's life takes hilarious turns as he juggles his grandfather-guided training regimen with all the social hurdles of adolescence, including the pursuit of his dream girl; whose alter ego turns out to be his arch-villain's protege.                    


Read More..."
Car SOS;2012;TV-PG;8 Seasons;;February 26, 2021;8.0/10;"Decaying classic cars are revived by two experts for unsuspecting, grateful owners.                                        
                      Master mechanic Fuzz Townshend and parts-scrounging gear head Tim Shaw set off on a mission to save decaying classic cars for their unsuspecting but deserving owners. The car is taken to the CAR S.O.S. garage and carefully restored to its former glory, leading to the big, surprise reveal! Just a warning these reveals have been known to make grown men weep...                     


Read More..."
Disney Channel Games 2008;2008;TV-G;1 Season;;February 26, 2021;;"Disney Channel stars from around the globe compete in the third annual Disney Channel Games.                                        
                      Disney Channel stars from around the globe come together to compete in the third annual Disney Channel Games. Representing 15 countries, the stars are divided into four teams – Comets, Cyclones, Lightning and Inferno. A Team Captain is selected and each team competes in the action-packed, comedic games. Although the games are colorful, larger-than-life and great fun, the competition is real and the competitors are determined to win the Disney Channel Games Cup. Includes concert performances by pop sensations Miley Cyrus, Jonas Brothers, The Cheetah Girls, Demi Lovato and Jordan Pruitt.                    


Read More..."
Disney Roll It Back (Shorts);2019;TV-Y7;1 Season;;February 26, 2021;;"Join the cast of Just Roll With It as they recap all the crazy that happened in the latest episode!                                        
                      Get ready to roll it back! Join the cast of Just Roll With It, Blair, Owen, Rachel and Byron as they recap all the crazy that happened in the latest episode!                    


Read More..."
Dog With a Blog;2012;TV-G;3 Seasons;;February 26, 2021;5.1/10;"Tyler and Avery hide the fact that their new dog can talk.                                        
                      Bennett and Ellen have married, making their kids, Tyler, Chloe and Avery, step-siblings. So far, Tyler and Avery have had difficulties growing close. Bennett adopts a shelter dog in the hopes that it will inspire Tyler and Avery to get along and bond over taking care of him. That happens, to some extent, when the kids discover that their seemingly ordinary dog can talk. From that moment on, Tyler and Avery agree on one thing: Stan’s ability to speak must be kept a secret from everyone, even their parents. As the kids learn to work together to keep Stan’s secret safe, they soon find that his canine point of view, whether in the home, in the yard or in the park, helps them navigate their new sibling situation and, ultimately, becomes the tie that binds the family.                    


Read More..."
Mickey Go Local;2019;TV-G;1 Season;;February 26, 2021;;"Mickey and his friends explore Singapore and Malaysia’s finest, from food to clothing.                                        
                      Mickey and his friends explore Singapore and Malaysia’s finest – from food to traditional wear to iconic modern architecture. Sometimes they are the tourists wandering around and other times, they are locals showing you the way of life but they always manage to find themselves in funny and amusing situations.                    


Read More..."
Myth: A Frozen Tale;2021;TV-G;12 min;['Animation', 'Family', 'Fantasy'];February 26, 2021;5.5/10;"A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.                                        
                      Inspired by the exciting environments, themes and elemental characters from Walt Disney Animation Studios’ Frozen 2, acclaimed director Jeff Gipson (Cycles) brings to life this imaginative and vibrant tale set in an enchanted forest outside of Arendelle. A family gathering for an evening of bedtime stories sets the stage for a magnificent adventure to a colorful and mythical world, which includes close encounters with the Nokk (a water spirit in the form of a mighty stallion), Gale (the playful wind spirit who can manifest as a light breeze or a raging tornado-like force), the Earth Giants (the massive creatures that form the rocky riverbanks and are capable of intense destruction when awakened), and the Fire Spirit (a fast-moving and mercurial salamander named Bruni). As the story unfolds, these spirits come to life and the myth of their past and future is revealed. Production designer Brittney Lee drew upon the Studios’ legacy of great artists (Eyvind Earle, Mary Blair, and Frozen’s own production designer Michael Giaimo) along with her own instincts to create a visual landscape that was unique in its colors, shapes and style. Just as Disney’s musical milestone, Fantasia, combined the power of music with striking visuals, producer Nicholas Russell and director Gipson, enlisted composer Joseph Trapanese (Tron: Legacy) to help them enhance the experience for Myth: A Frozen Tale. Evan Rachel Wood (the voice of Queen Iduna in Frozen 2) lends her voice as the narrator of the film. Finally, Myth is a tip of the hat to Gipson’s own family tradition of telling bedtime stories, including a particular story passed down from his great-great-great grandfather about a brush with the outlaw Jesse James when he was a young farm boy growing up near Kansas City.                    


Read More..."
Okavango: River of Dreams;2020;TV-PG;95 min;['Animals & Nature', 'Documentary'];February 26, 2021;;"The story of the Okavango River through the wildlife who dwell amongst its waters.                                        
                      Okavango: River of Dreams tells the story of a river like no other, the Okavango in southern Africa, by exploring the characters that need the river to survive as well as those negatively impacted by its changes. The film is a window into the lives of wildlife impacted by The Okavango as a symbol of hope against a backdrop of climate change that threatens every pristine landscape in the world.                    


Read More..."
Pair of Kings;2010;TV-Y7;3 Seasons;;February 26, 2021;5.5/10;"Fraternal teenage twins, Brady and Boomer, are suddenly informed of their royal lineage.                                        
                      Sixteen-year-old fraternal twins, Brady and Boomer, lead a typical teenage life while being raised by their aunt and uncle in Chicago. But when Mason, the Royal Secretary to the Throne of the Island of Kinkow, arrives at their high school to inform the stunned boys of their extraordinary lineage, their lives change drastically. Now, Brady and Boomer must relocate to the island to claim their throne as joint kings of an island filled with odd supersititions and customs – while trying not to cause havoc at every turn. Their efforts are often helped and hindered by Mason’s adorable daughter, Mikayla, and a disgruntled cousin and wannabe king, Lanny, who’s out to sabotage them and steal the throne.                    


Read More..."
Shanghai Disney Resort Grand Opening Gala;2016;TV-G;24 min;['Variety'];February 26, 2021;;A grand extravaganza which celebrates the opening of Shanghai Disney Resort.
Cheaper By the Dozen;2003;PG;99 min;['Comedy', 'Family'];February 19, 2021;5.8/10;"Tom and Kate Baker discover that managing twelve children and big careers are a difficult mix.                                        
                      While raising twelve children, a middle-aged couple decides to pursue more demanding careers – He as a ""Big Ten"" university football coach, she as an author on book tour – only to discover that big families and big careers are a difficult mix.                    


Read More..."
Cheaper by the Dozen 2;2005;PG;95 min;['Comedy', 'Family'];February 19, 2021;5.7/10;"The Bakers go toe-to-toe against the Murtaughs in the ultimate inter-family battle.                                        
                      Tom Baker and his wife, Kate, bring their clan together for a memorable summer getaway. But their dream vacation turns into an outrageous competition with the overachieving, overzealous family of Tom's long-time rival, Jimmy Murtaugh.                    


Read More..."
Flora & Ulysses;2021;PG;95 min;['Comedy', 'Coming of Age', 'Drama'];February 19, 2021;6.4/10;"Comic book fan Flora saves a squirrel whose superhero powers bring hope and wonder to her family.                                        
                      “Flora & Ulysses” is a delightful comedy-adventure based on the Newbery Award-winning book about 10-year-old Flora, an avid comic book fan and a self-avowed cynic, whose parents have recently separated. After rescuing a squirrel she names Ulysses, Flora is amazed to discover he possesses unique superhero powers which take them on an adventure of humorous complications that ultimately change Flora's life – and her outlook – forever.                    


Read More..."
The Book of Life;2014;PG;101 min;['Action-Adventure', 'Animation', 'Comedy'];February 19, 2021;;"A young man embarks on a journey that spans three fantastical worlds.                                        
                      This animated comedy from producer Guillermo del Toro and director Jorge Gutierrez follows the journey of Manolo, a young man who embarks on an adventure that spans three fantastical worlds where he must face his greatest fears. Rich with a fresh take on pop music favorites and featuring a unique visual style, it’s a story that encourages us to celebrate the past and look forward to the future.                    


Read More..."
The Muppet Show;1976;TV-PG;5 Seasons;;February 19, 2021;8.3/10;"It's time to raise the curtain on The Muppet Show!                                        
                      It's time to raise the curtain on The Muppet Show! Join Kermit, Miss Piggy, Fozzie Bear, Gonzo, the Swedish Chef and more in this groundbreaking twist on the classic variety show, blending original songs, sketch comedy and guest stars into a prime-time hit for all ages! Come discover for yourself the most sensational, inspirational, celebrational, Muppetational pleasures of The Muppet Show!                    


Read More..."
Marvel Battleworld: Mystery of the Thanostones;2020;TV-Y7-FV;1 Season;;February 12, 2021;6.1/10;"Iron Man and Captain Marvel team up to stop Thanos!                                        
                      Thanos has used the Infinity Gauntlet to create a new world, Battleworld. Our heroes Iron Man and Captain Marvel must team up with some unexpected allies and explore strange lands to solve the mystery of the Thanostones and stop Thanos!                    


Read More..."
Marvel's Behind the Mask;2021;TV-14;65 min;['Anthology', 'Documentary'];February 12, 2021;;"A documentary special exploring the power of identity behind superheroes we know and love today.                                        
                      “Marvel’s Behind the Mask” is a documentary special that explores the power of identity behind the iconic superheroes we know and love today. From the very inception of comic books, secret identities have been an integral part of both superheroes and villains leading “normal” lives. But it’s the characters beneath that resonate within us across generations of fans. Since the advent of the Marvel Age of Comics in the early 1960s, Marvel’s writers and artists have used the notion of identities to examine the evolving concept of equal rights. These legendary Marvel creations and stories have not only reflected the world outside our window – they have become a reflection of our own identities and who we truly are.                    


Read More..."
Rodgers & Hammerstein's Cinderella;1997;G;86 min;['Comedy', 'Family', 'Fantasy'];February 12, 2021;;"History’s most enduring fairy tale returns with a thoroughly modern twist.                                        
                      A prince, a pumpkin, a glass slipper... history’s most enduring fairy tale returns with a thoroughly modern twist, featuring an all-star cast including the incomparable Whitney Houston and Whoopi Goldberg. Pop sensation Brandy stars as the beautiful Cinderella, who suffers the torment of her wicked stepmother and spoiled stepsisters. Cinderella’s dream of going to the ball and dancing with the prince is realized when her fairy godmother teaches her that with positive thinking, ""Impossible things happen every day!""                    


Read More..."
You Again;2010;PG;106 min;['Comedy'];February 12, 2021;5.5/10;"An unlikely reunion causes high school drama to resurface between a nice girl and her arch nemesis.                                        
                      Here's the story of unfortunately – but hilariously – intertwined fates, featuring an all-star cast with comedy pedigrees, including Kristen Bell, Jamie Lee Curtis, Sigourney Weaver and the always outrageous Betty White. For Marni (Bell), now a successful executive, high school was a horror movie... and her brother's wedding is the sequel when her school arch nemesis Joanna comes back to haunt her as his bride. It's nice girl versus mean girl in this hysterical reunion with the one person Marni would really like to forget. And as if that weren't enough, Marni's mom (Curtis) must again cope with her own high school foe (Weaver), the bride's aunt.                    


Read More..."
Disney My Music Story: Yoshiki;2019;TV-PG;48 min;['Biographical', 'Documentary', 'Music'];February 5, 2021;;"Yoshiki from “X Japan” performs two Disney songs and talks about his music.                                        
                      “Disney My Music Story” is an original music documentary. We closely follow artists who represent Japan to learn about their relationships with music and their life story which has been woven into it. You will see an original incredible performance that you can’t see anywhere else. The guest is Yoshiki who is the leader of “X Japan” which Japan proudly presents to the world. Yoshiki answers a long interview about his background, his encounter with music, and his future. His drumming is highly advanced, fast, and powerful, and he plays beautiful melodies on the piano. We take a look at where these two polarities were born and if there is a song that influenced him greatly. He answers the questions in the interview from his studio in Los Angeles. He performs two Disney songs that have a special place in his heart. We are taking a look behind the scenes at rehearsals with other musicians which has been rarely shown. You will be able to see Yoshiki’s commitment to music and the fine details he puts into his music creation. There is some bonus footage at the end. I hope you will enjoy seeing it.                    


Read More..."
Expedition Everest;2020;TV-PG;45 min;['Animals & Nature', 'Documentary'];February 5, 2021;6.7/10;"Scientists and Sherpas team up on Mount Everest to install the highest weather station in the world.                                        
                      In a groundbreaking expedition on Mount Everest, dozens of scientists converge to investigate what secrets the world’s highest peak has to tell us about our changing climate. The notorious Khumbu Glacier is mapped in stunning detail, biologists study extreme lifeforms, and a team of Sherpas and climate scientists climb straight towards the “death zone” to install the highest weather station in the world.                    


Read More..."
Upside-Down Magic;2020;TV-PG;97 min;['Coming of Age', 'Fantasy'];February 5, 2021;5.5/10;"Nory enters the Sage Academy for Magical Studies!                                        
                      13-year-old Nory and her best friend Reina enter the Sage Academy for Magical Studies, where Nory's wonky magic lands her in a class for those with Upside-Down Magic, otherwise known as UDM. While many believe that the UDM’s unique powers make them a target to dangerous and evil shadow magic, Nory and her fellow UDM classmates set out to prove that Upside-Down Magic beats right-side-up!                    


Read More..."
Dinosaurs;1991;TV-PG;4 Seasons;;January 29, 2021;7.4/10;"Dinosaurs raise a family during the Stone Age.                                        
                      Meet the Sinclairs – the funniest family in 60 million years! They're just your average family with one BIG difference. They're dinosaurs, living the good life in sixty million and three B.C. Daddy Earl, his wife Fran, their kids Robbie, Charlene, and the Baby, and feisty Grandma Ethyl bring a hilarious Jurassic twist to daily life.                    


Read More..."
Texas Storm Squad;2020;TV-14;44 min;['Documentary'];January 29, 2021;;"An elite search and rescue team battles to save lives during record-breaking Storm Imelda.                                        
                      This documentary follows an elite team of search and rescue workers from Texas A&M Task Force 1. When Tropical Storm Imelda brought record-breaking flash flooding to southeast Texas in September 2019, the team battled to save lives and evacuate stranded residents from a community that had been devastated by Hurricane Harvey just two years earlier.                    


Read More..."
Pixar Popcorn;2021;TV-PG;1 Season;;January 22, 2021;6.4/10;"Grab a quick snack of Pixar with this collection of mini shorts starring your favorite characters.                                        
                      Grab a quick snack of Pixar! This collection of mini shorts stars your favorite characters in all-new, bite size stories. Created directly by Pixar animators as a quick pop of Pixar fun.                    


Read More..."
Wild Uganda;2018;TV-PG;45 min;['Animals & Nature', 'Documentary'];January 22, 2021;;"Uganda boasts one of the most diverse landscapes on Earth and wildlife is thriving.                                        
                      Following many years of civil war and illegal animal poaching, Uganda’s wildlife is now once again thriving. Poaching had endangered many of Uganda’s most iconic animals including mountain gorillas, cave elephants, the chimpanzees and even the tree-dwelling lions. With the national parks restored, these animals are making a comeback. This is a celebration of their survival.                    


Read More..."
Elena of Avalor;2015;TV-Y7;3 Seasons;;January 15, 2021;6.4/10;"Elena of Avalor must learn to rule!                                        
                      Princess Elena's journey began long ago when her parents and kingdom were taken from her by the evil sorceress, Shuriki. While Elena is the rightful heir to the throne, she is only 16, and must learn to rule Avalor with the help of a Grand Council. With some magical friends by her side, Princess Elena's adventures will help her understand that her new role requires thoughtfulness, resilience and compassion, the traits of all truly great leaders.                    


Read More..."
Isle of Dogs;2018;PG-13;102 min;['Action-Adventure', 'Animation', 'Comedy'];January 15, 2021;7.7/10;"Set in Japan, ISLE OF DOGS follows a boy's odyssey in search of his dog.                                        
                      Visionary director Wes Anderson’s Isle of Dogs tells the story of Atari Kobayashi, 12-year-old ward to corrupt Mayor Kobayashi. When all the canine pets of Megasaki City are exiled to vast Trash Island, Atari sets off in search of his bodyguard dog, Spots. With the assistance of his newfound mongrel friends, he begins an epic journey that will decide the fate and future of the entire Prefecture.                    


Read More..."
Mary Poppins Returns;2018;PG;140 min;['Family', 'Fantasy', 'Musical'];January 15, 2021;6.9/10;"Mary Poppins is back to help the Banks family in this reimagined classic.                                        
                      The magic returns in Disney’s reimagined classic as Mary Poppins (Emily Blunt) helps the Banks family remember the joy of what it’s like to be a child. Together with her friend Jack the lamplighter (Lin-Manuel Miranda), fun is brought back to the streets of London in celebration that everything is possible…even the impossible! Some flashing lights sequences or patterns may affect photosensitive viewers.                    


Read More..."
WandaVision;2021;TV-14;1 Season;;January 15, 2021;8.0/10;"Two super-powered beings living idealized suburban lives suspect that everything is not as it seems.                                        
                      Marvel Studios presents “WandaVision,” a blend of classic television and the Marvel Cinematic Universe in which Wanda Maximoff (Elizabeth Olsen) and Vision (Paul Bettany) – two super-powered beings living idealized suburban lives – begin to suspect that everything is not as it seems. The new series is directed by Matt Shakman; Jac Schaeffer is head writer.                    


Read More..."
Ferdinand;2017;PG;111 min;['Action-Adventure', 'Animation', 'Comedy'];January 8, 2021;6.6/10;"Ferdinand, a peace-loving bull, rallies a misfit team of friends on the ultimate adventure home.                                        
                      From the creators of Ice Age and Rio comes a truly love-a-bull family comedy about Ferdinand, a giant bull with a big heart. After being mistaken for a dangerous beast and torn from his home, he rallies a misfit team of friends for the ultimate adventure to return to his family. Based on the classic children’s book, Ferdinand proves you can’t judge a bull by its cover!                    


Read More..."
Marvel Studios LEGENDS;2021;TV-14;1 Season;;January 8, 2021;6.2/10;"Marvel Studios LEGENDS celebrates the heroes and villains of the highly anticipated Disney+ shows.                                        
                      As the Marvel Cinematic Universe continues to expand, Marvel Studios LEGENDS celebrates and codifies what has come before. Revisit the epic heroes, villains, and moments from across the MCU in preparation for the highly anticipated stories still to come. Each dynamic segment feeds directly into the upcoming series premiering on Disney+ – setting the stage for future events. Marvel Studios LEGENDS weaves together the many threads that constitute the unparalleled MARVEL CINEMATIC UNIVERSE.                    


Read More..."
Toy Story: That Time Forgot;2014;TV-G;22 min;['Action-Adventure', 'Animation', 'Comedy'];January 8, 2021;7.0/10;"The Toy Story crew meet a delusional set of action figures.                                        
                      Disney•Pixar proudly present a hilarious new animated Toy Story adventure. During one of Bonnie's post-Christmas playdates, the Toy Story crew find themselves in uncharted territory when the coolest set of action figures ever turn out to be dangerously delusional. It's all up to Trixie, the triceratops, if the gang hopes to ever return to Bonnie's room. Toy Story That Time Forgot is an unforgettable tale packed with family fun!                    


Read More..."
700 Sharks;2018;TV-PG;45 min;['Animals & Nature', 'Documentary'];January 1, 2021;6.8/10;"Follow an international team of scientists in Polynesia as they study a school of 700 sharks.                                        
                      In Polynesia, the largest school of sharks – about 700 – patrols the waters en masse. Follow an international team of scientists as they study these magnificent creatures at night, when they are most aggressive, to discover their mysterious hunting strategies and social behaviors. The result: incredible new behaviors never seen before, or caught on camera.                    


Read More..."
700 Sharks;2018;TV-PG;45 min;['Animals & Nature', 'Documentary'];January 1, 2021;6.8/10;"Follow an international team of scientists in Polynesia as they study a school of 700 sharks.                                        
                      In Polynesia, the largest school of sharks – about 700 – patrols the waters en masse. Follow an international team of scientists as they study these magnificent creatures at night, when they are most aggressive, to discover their mysterious hunting strategies and social behaviors. The result: incredible new behaviors never seen before, or caught on camera.                    


Read More..."
Big Sharks Rule;2018;TV-14;45 min;['Animals & Nature', 'Documentary'];January 1, 2021;;"In the waters of South Africa, sharks reign supreme.                                        
                      It’s an ocean of giants. South Africa has a dramatic, rocky coast that’s raked by churning currents. Warm, cold, rich and murky water collide to create “shark central”, with enough food to sustain the biggest. Giant sharks like great whites, tiger sharks, bull sharks, ragged tooth sharks, and whale sharks all reign supreme in these waters.                    


Read More..."
Great Shark Chow Down;2019;TV-PG;45 min;['Animals & Nature', 'Documentary'];January 1, 2021;;"Great Shark Chow Down – prepare for a feast of extraordinary shark-feeding events.                                        
                      The world’s leading scientists and cinematographers relive five extraordinary shark-feeding events. From being surrounded at night by 700 gray reek sharks, to a 300-strong gathering of blacktip, to the spectacular sight of more than 200 blue sharks feeding on the carcass of a 7-ton whale, the Great Shark Chow Down is a celebration of sharks from around the world.                    


Read More..."
Mega Hammerhead;2016;TV-PG;43 min;['Animals & Nature', 'Documentary'];January 1, 2021;6.6/10;"Dr. Neil Hammerschlag and his team are setting off on a quest to learn more the Great Hammerhead.                                        
                      Dr. Neil Hammerschlag and his team of researchers are setting off on a quest to learn more about this mysterious shark, as well as search for the most elusive of them all, the massive Great Hammerhead, a shark that can grow up to 20-ft in length and can weigh over 1,000 pounds.                    


Read More..."
Burrow;2020;G;6 min;['Animation', 'Family'];December 25, 2020;7.5/10;"A rabbit attempts to dig a burrow and learns there’s no shame in asking for help.                                        
                      A young rabbit embarks on a journey to dig the burrow of her dreams, despite not having a clue what she’s doing. Rather than reveal to her neighbors her imperfections, she digs herself deeper and deeper into trouble. After hitting (bed)rock bottom, she learns there is no shame in asking for help.                    


Read More..."
Cosmos: Possible Worlds;2020;TV-14;1 Season;;December 25, 2020;9.0/10;"COSMOS: POSSIBLE WORLDS continues Carl Sagan’s legacy that began more than 40 years ago.                                        
                      COSMOS: POSSIBLE WORLDS continues Carl Sagan’s legacy that began more than 40 years ago. This wonder-filled voyage through humanity’s past, present and hopeful future transports viewers to lost worlds and worlds yet to be revealed by science. State-of-the-art VFX, stylized animations and dramatic reenactments carry viewers deep into the future and through that hole in the curtain of reality.                    


Read More..."
Disney Gallery / Star Wars: The Mandalorian;2020;TV-PG;2 Seasons;;December 25, 2020;8.4/10;"DISNEY GALLERY / STAR WARS: THE MANDALORIAN is a docuseries about the making of The Mandalorian.                                        
                      DISNEY GALLERY / STAR WARS: THE MANDALORIAN is an eight-episode documentary series that pulls back the curtain on The Mandalorian. Each chapter explores a different facet of the first live-action Star Wars television show through interviews, behind the scenes footage, and roundtable conversations hosted by Jon Favreau.                    


Read More..."
Max Keeble's Big Move;2001;PG;88 min;['Comedy', 'Family'];December 25, 2020;5.3/10;"After a week of creating mayhem, Max has to face the consequences.                                        
                      Max, a much-bullied 12-year-old student, finds out he's moving to a new city in one week. Thinking he has nothing to lose, Max develops some clever schemes to right all the wrongs done to him and his friends. But after a week of mayhem – including outrageous pranks, stunts, inventive gadgets and help from his friends – Max finds out the worst news ever: he's not moving after all. Going from underdog to top dog means facing the consequences of his actions... and developing a whole new set of plans.                    


Read More..."
